carat,cut,color,clarity,depth,table,price,x,y,z
0.75,Premium,F,VS2,61.6,58,3013,5.84,5.89,3.61
0.71,Very Good,F,VS1,62.1,53,3013,5.7,5.77,3.56
0.71,Ideal,F,VS1,61.1,57,3013,5.76,5.82,3.54
0.81,Ideal,E,SI2,61.8,56,3013,6,5.97,3.7
0.81,Ideal,E,SI2,60.1,57,3013,6.07,6.1,3.66
0.9,Premium,D,SI1,62.2,60,3013,6.08,6.05,3.77
0.78,Ideal,E,SI1,62.7,55,3014,5.9,5.87,3.69
0.71,Ideal,H,VVS1,61.8,56,3014,5.7,5.75,3.54
0.73,Very Good,D,SI1,60.8,59,3014,5.8,5.85,3.54
1.01,Premium,G,I1,61.1,61,3014,6.49,6.35,3.92
0.9,Good,G,SI2,63.7,62,3014,6.07,6.01,3.85
0.84,Very Good,G,SI2,62.8,57,3015,6,6.04,3.78
0.91,Very Good,E,SI2,58.6,63,3015,6.32,6.38,3.72
0.78,Ideal,H,VVS2,61.7,55,3015,5.9,5.94,3.65
0.81,Ideal,E,SI2,61,56,3015,5.99,6.05,3.67
0.72,Very Good,D,VS2,62.1,59,3016,5.7,5.73,3.55
0.7,Premium,E,VS1,61.8,58,3016,5.71,5.75,3.54
0.7,Ideal,E,VS1,62.7,57,3016,5.65,5.7,3.56
0.9,Good,F,SI2,64.2,62,3016,6,6.08,3.88
0.76,Ideal,H,VS2,61.9,55,3016,5.85,5.88,3.64
0.96,Premium,E,SI2,62.8,60,3016,6.3,6.24,3.94
0.9,Ideal,H,SI2,62.8,55,3016,6.18,6.11,3.86
0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45
0.71,Very Good,F,VS1,61.8,60,3017,5.66,5.7,3.51
1.12,Premium,G,I1,60.3,60,3017,6.75,6.69,4.05
0.7,Ideal,G,VS1,61.1,56,3017,5.72,5.74,3.5
0.5,Good,D,VVS2,62.4,64,3017,5.03,5.06,3.14
1.12,Very Good,G,I1,61.2,63,3017,6.68,6.59,4.05
0.7,Good,F,VVS1,63.2,58,3018,5.58,5.62,3.54
1.03,Very Good,G,I1,60.8,57,3018,6.51,6.55,3.97
0.7,Premium,F,VVS2,62.5,59,3018,5.68,5.61,3.53
0.71,Ideal,F,VVS2,62.6,56,3018,5.7,5.65,3.55
0.72,Ideal,H,VS2,61.2,57,3018,5.79,5.77,3.54
0.7,Good,E,VS1,60.2,61,3018,5.71,5.75,3.45
1.02,Very Good,F,SI2,63.3,56,3018,6.38,6.31,4.02
0.77,Premium,F,VS2,62.4,59,3018,5.85,5.81,3.64
0.7,Premium,F,VVS2,62.2,56,3018,5.72,5.63,3.53
0.93,Premium,G,SI2,61.4,56,3019,6.27,6.23,3.84
0.78,Premium,D,SI1,60.4,57,3019,6.02,5.97,3.62
0.71,Ideal,D,VS2,60.4,53,3020,5.81,5.85,3.52
0.73,Very Good,F,SI1,61.3,56,3023,5.78,5.84,3.56
0.65,Ideal,E,VVS2,62.1,57,3023,5.55,5.6,3.46
0.85,Ideal,G,SI1,61.6,55,3023,6.09,6.11,3.76
0.9,Good,H,SI2,63.1,60,3024,6.09,6.14,3.86
0.9,Good,H,SI2,63.1,55,3024,6.08,6.13,3.85
0.75,Premium,E,VS2,62.1,57,3024,5.9,5.79,3.63
0.9,Very Good,J,VS2,63.1,59,3024,6.09,6.05,3.83
0.9,Good,J,VS2,63.9,58,3024,6.15,6.08,3.91
0.72,Premium,E,VS2,60.4,61,3024,5.79,5.76,3.49
0.9,Fair,H,SI1,65.6,57,3024,6.04,6.01,3.95
0.72,Premium,E,VS2,62.5,59,3024,5.73,5.7,3.57
0.75,Good,D,SI1,63.6,58,3024,5.77,5.65,3.63
0.75,Premium,E,SI1,61.7,60,3024,5.84,5.8,3.59
0.72,Very Good,G,VS1,60.1,63,3024,5.86,5.82,3.51
0.75,Premium,D,SI1,59.2,58,3024,5.96,5.93,3.52
0.65,Very Good,D,VVS2,57.7,60,3025,5.69,5.74,3.3
0.7,Very Good,G,VS2,61.8,55,3026,5.69,5.74,3.53
0.59,Ideal,E,VVS2,61.8,57,3026,5.35,5.4,3.32
0.71,Ideal,E,VS2,62.3,56,3026,5.7,5.73,3.56
0.83,Ideal,H,VS2,61.3,54,3027,6.06,6.1,3.73
1.02,Fair,J,SI1,66.8,55,3027,6.25,6.18,4.15
1,Fair,G,SI2,64.9,57,3027,6.29,6.2,4.05
1.02,Premium,G,SI2,61.7,58,3027,6.46,6.41,3.97
0.77,Good,H,VVS2,57.9,61,3027,6.07,6.01,3.5
0.7,Very Good,F,VVS2,58.5,60,3028,5.82,5.94,3.44
0.8,Ideal,H,VS2,62.1,54,3030,5.96,5.99,3.71
0.74,Ideal,H,VS1,61.6,55,3030,5.79,5.83,3.58
0.77,Fair,F,VS1,66.8,57,3031,5.66,5.76,3.82
0.72,Premium,G,VS1,58.9,58,3032,5.93,5.85,3.47
1.01,Good,E,I1,63.8,57,3032,6.4,6.33,4.06
1.01,Very Good,H,SI2,63.5,55,3032,6.32,6.27,4
0.55,Ideal,F,VVS1,61.2,54,3032,5.35,5.3,3.26
0.71,Very Good,D,VS2,63,57,3033,5.67,5.7,3.58
0.73,Ideal,G,VS1,61.6,57,3033,5.76,5.79,3.56
0.76,Ideal,E,SI1,62.5,57,3033,5.8,5.82,3.63
0.52,Ideal,E,IF,61.1,57,3033,5.17,5.21,3.17
0.7,Good,D,VS2,64.1,59,3033,5.56,5.49,3.54
0.7,Very Good,D,VS2,63.2,60,3033,5.61,5.56,3.53
0.7,Good,D,VS2,63.9,58,3033,5.62,5.58,3.58
0.92,Fair,I,VS2,64.4,58,3033,6.13,6.1,3.94
0.91,Premium,H,SI1,63,57,3033,6.19,6.1,3.87
0.91,Ideal,I,SI2,61.6,57,3034,6.23,6.24,3.84
0.91,Good,I,SI2,60.2,59,3034,6.24,6.29,3.77
0.7,Ideal,G,VS1,61.4,57,3034,5.7,5.73,3.51
0.72,Very Good,E,VS2,63.8,57,3035,5.66,5.69,3.62
0.71,Ideal,E,VS2,59.5,57,3035,5.83,5.86,3.48
0.72,Ideal,G,VS1,62.4,59,3035,5.71,5.74,3.57
0.78,Ideal,D,SI1,62.4,57,3035,5.87,5.89,3.67
0.71,Ideal,D,SI1,60.6,57,3035,5.82,5.72,3.5
0.8,Very Good,H,VVS2,62.9,56,3036,5.9,5.96,3.73
0.74,Ideal,E,VS2,62.6,56,3036,5.73,5.81,3.61
0.74,Premium,D,SI1,62.4,59,3036,5.73,5.8,3.6
0.61,Ideal,D,VVS2,62.4,58,3036,5.38,5.42,3.37
0.78,Ideal,F,SI1,61,55,3036,6,5.96,3.65
0.7,Very Good,G,VVS1,63.3,57,3037,5.59,5.63,3.55
0.32,Good,E,SI1,63.3,56,561,4.34,4.35,2.75
0.32,Premium,G,VS2,60.5,58,561,4.41,4.42,2.67
0.4,Good,H,SI2,63.7,59,561,4.64,4.69,2.97
0.32,Premium,G,VS2,62.5,60,561,4.32,4.38,2.72
0.32,Ideal,G,VS2,61.4,56,561,4.37,4.39,2.69
0.32,Premium,G,VS2,59.8,59,561,4.48,4.52,2.69
0.32,Premium,I,VVS2,60.7,59,561,4.4,4.43,2.68
0.32,Very Good,G,VS2,60.2,57,561,4.42,4.45,2.67
0.32,Good,G,VS2,63.3,54,561,4.36,4.39,2.77
0.32,Good,H,VS1,63.1,57,561,4.34,4.37,2.75
0.32,Ideal,G,VS2,61.4,55,561,4.4,4.46,2.72
0.32,Ideal,G,VS2,59.8,57,561,4.43,4.46,2.66
0.32,Ideal,G,VS2,61.7,57,561,4.38,4.4,2.71
0.32,Premium,H,VS1,62.3,58,561,4.34,4.39,2.72
0.32,Very Good,H,VS1,63,57,561,4.32,4.35,2.73
0.32,Premium,G,VS2,61.9,58,561,4.36,4.43,2.72
0.32,Good,G,VS2,63.1,57,561,4.3,4.35,2.73
0.32,Very Good,H,VS1,63,57,561,4.37,4.39,2.76
0.32,Ideal,G,VS2,61.8,57,561,4.37,4.4,2.71
0.32,Very Good,H,VS1,61.7,58,561,4.37,4.41,2.71
0.32,Premium,H,VS1,61.7,58,561,4.38,4.44,2.72
0.32,Very Good,E,SI1,60.1,60,561,4.42,4.47,2.67
0.32,Ideal,G,VS2,61.8,55,561,4.41,4.42,2.73
0.32,Premium,G,VS2,61.7,60,561,4.32,4.4,2.69
0.32,Good,E,SI1,63.4,55,561,4.35,4.36,2.76
0.32,Very Good,G,VS2,62.6,58,561,4.37,4.39,2.74
0.32,Premium,G,VS2,62.3,58,561,4.36,4.41,2.73
0.32,Ideal,G,VS2,61.6,57,561,4.39,4.41,2.71
0.32,Ideal,H,VS1,61.9,55,561,4.4,4.42,2.73
0.32,Ideal,H,VS1,60.2,56,561,4.44,4.49,2.69
0.72,Ideal,E,SI1,62.2,58,3037,5.72,5.75,3.57
0.76,Ideal,H,VS2,61.4,57,3038,5.85,5.88,3.6
0.7,Ideal,H,VS2,61.5,56,3038,5.71,5.73,3.52
0.73,Ideal,E,SI1,62.2,56,3038,5.76,5.79,3.59
0.7,Very Good,G,VVS2,61,59,3039,5.67,5.7,3.47
0.7,Fair,F,VS1,64.9,59,3039,5.56,5.59,3.62
0.77,Very Good,D,SI1,62.1,58,3040,5.84,5.89,3.64
0.92,Premium,I,SI2,61.5,59,3040,6.27,6.21,3.84
0.73,Ideal,G,VS1,61.8,57,3041,5.78,5.81,3.58
0.71,Ideal,F,VS1,62.7,57,3041,5.66,5.7,3.56
0.71,Ideal,F,VS1,61.7,55,3041,5.73,5.77,3.55
0.81,Good,I,VS1,59.4,56,3042,5.97,6.11,3.59
0.71,Ideal,G,VVS2,62.5,57,3042,5.73,5.7,3.57
0.72,Very Good,G,VVS2,60.4,58,3043,5.77,5.82,3.5
0.81,Premium,F,SI1,61.9,59,3043,5.97,5.95,3.69
0.81,Ideal,I,SI1,61.3,56,3043,6.27,6.23,3.83
0.77,Very Good,F,SI1,59.6,60,3044,5.95,5.97,3.55
0.83,Ideal,G,SI1,62.1,57,3044,6.03,5.95,3.72
0.71,Very Good,F,VS1,62.2,55,3045,5.68,5.74,3.56
0.71,Very Good,F,VS1,61.2,57,3045,5.73,5.77,3.52
0.78,Very Good,F,SI1,62.4,58,3045,5.83,5.86,3.65
0.71,Very Good,D,VS2,62.8,56,3045,5.67,5.7,3.57
0.72,Premium,D,VS2,60.2,60,3045,5.76,5.81,3.48
1.14,Ideal,J,SI1,60.2,57,3045,6.81,6.71,4.07
0.75,Ideal,E,SI1,60.8,56,3045,5.91,5.89,3.59
0.75,Very Good,D,SI1,59.7,62,3046,5.89,5.94,3.53
0.7,Good,G,VVS2,61.1,61,3046,5.67,5.69,3.47
0.79,Very Good,F,SI1,61.5,58,3047,5.94,5.97,3.66
0.73,Fair,D,VS1,66,54,3047,5.56,5.66,3.7
0.91,Premium,G,SI2,60.1,62,3047,6.24,6.2,3.73
0.91,Premium,G,SI2,62.8,59,3047,6.14,6.12,3.85
0.93,Ideal,I,SI2,62.3,57,3047,6.22,6.2,3.87
0.82,Very Good,F,SI1,63.9,56.9,3048,5.85,5.92,3.76
0.75,Very Good,D,SI1,61.8,57,3048,5.78,5.81,3.58
0.72,Premium,H,IF,58.7,59,3048,5.94,5.88,3.47
0.72,Ideal,G,SI1,61.8,56,3048,5.7,5.76,3.55
0.72,Good,E,VS1,57.9,60,3048,5.97,5.91,3.44
0.72,Very Good,E,VS1,63.1,56,3048,5.7,5.65,3.58
0.9,Ideal,J,VS1,62.6,55,3048,6.13,6.11,3.83
0.72,Premium,D,SI1,60.5,57,3048,5.89,5.85,3.55
0.72,Premium,D,SI1,62.6,54,3048,5.78,5.72,3.6
0.75,Ideal,E,SI1,61.4,55,3049,5.8,5.86,3.58
0.66,Ideal,D,VVS2,61.6,57,3049,5.64,5.57,3.45
0.83,Ideal,E,SI2,61.9,53,3049,6.08,6.04,3.75
0.62,Very Good,D,VVS2,58.1,63,3050,5.59,5.66,3.27
0.8,Very Good,E,SI1,63.1,56,3050,5.93,5.83,3.71
0.76,Ideal,H,SI1,61.3,55,3050,5.87,5.93,3.62
0.76,Ideal,H,SI1,61.4,55,3050,5.82,5.9,3.6
0.82,Good,E,SI2,61.8,56,3050,5.95,5.99,3.69
0.81,Ideal,E,SI2,62.1,57,3050,5.97,5.91,3.69
1.02,Good,E,I1,63.1,60,3051,6.31,6.4,4.01
0.66,Very Good,G,IF,60.5,59,3051,5.69,5.74,3.46
0.7,Very Good,D,VS2,62.5,55,3052,5.65,5.71,3.55
0.77,Ideal,F,VS2,61.2,57,3052,5.93,5.97,3.64
0.7,Very Good,G,VVS2,60.2,61,3052,5.66,5.74,3.43
1.03,Fair,G,SI1,66.1,56,3052,6.26,6.2,4.12
0.7,Very Good,D,VS2,62.6,58,3053,5.67,5.7,3.56
0.71,Very Good,E,VS2,59.9,59,3053,5.79,5.83,3.48
0.7,Very Good,F,VS1,62.8,59,3053,5.65,5.69,3.56
0.71,Ideal,E,VS2,60.9,56,3053,5.77,5.83,3.53
0.81,Ideal,F,SI2,62.3,54,3053,5.94,5.98,3.72
0.78,Ideal,E,SI2,61,56,3053,5.92,5.98,3.63
0.75,Ideal,E,SI1,61.3,57,3053,5.84,5.91,3.6
0.79,Very Good,E,SI1,63.2,56,3053,5.91,5.83,3.71
0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68
0.79,Premium,G,VS1,61.3,59,3053,5.97,5.91,3.64
0.79,Ideal,E,SI1,62.1,54,3053,5.96,5.92,3.69
0.7,Very Good,D,VS1,62.9,60,3054,5.62,5.67,3.55
1.01,Premium,H,SI2,61.1,60,3054,6.46,6.41,3.93
1.01,Premium,I,SI2,61.9,58,3054,6.45,6.41,3.98
1.01,Fair,I,SI2,66.1,58,3054,6.21,6.04,4.05
1.01,Fair,I,SI2,68.1,59,3054,6.14,6.11,4.17
0.78,Very Good,E,SI1,60.9,57,3055,5.93,5.97,3.62
0.65,Very Good,D,VVS2,59.9,58,3056,5.63,5.69,3.39
0.61,Ideal,E,VVS2,60.8,56,3056,5.5,5.47,3.34
0.78,Ideal,G,SI1,61.7,56,3056,5.9,5.93,3.65
0.76,Ideal,E,SI1,62.4,54,3056,5.84,5.86,3.65
0.9,Very Good,I,SI2,61.5,61,3057,6.13,6.16,3.78
0.92,Very Good,D,SI2,60.2,61,3057,6.27,6.32,3.79
0.57,Ideal,F,VVS1,61.1,55,3057,5.36,5.44,3.3
0.76,Good,F,VS1,59.9,61,3057,5.89,5.98,3.56
0.9,Good,I,SI2,60.7,58,3057,6.17,6.21,3.76
0.82,Fair,H,SI1,64.9,58,3057,5.82,5.77,3.76
0.91,Good,F,SI2,63.9,56,3058,6.11,6.06,3.89
0.79,Premium,D,SI1,61.4,59,3058,5.96,5.89,3.64
0.91,Premium,J,VS2,61.6,58,3058,6.28,6.23,3.85
0.72,Very Good,F,VS1,62.1,59,3059,5.69,5.74,3.55
0.81,Very Good,E,SI2,62.9,56,3059,5.87,5.9,3.7
0.71,Very Good,E,VS1,61.8,56,3059,5.74,5.78,3.56
1.03,Very Good,G,I1,62.4,57,3060,6.41,6.45,4.01
0.9,Good,G,SI2,63.6,57,3060,6.1,6.04,3.86
0.74,Very Good,H,VVS1,62.4,57,3061,5.76,5.81,3.61
0.7,Very Good,E,VS1,61.1,55,3061,5.72,5.77,3.51
0.71,Very Good,E,VS1,63.3,56,3061,5.64,5.68,3.58
0.9,Very Good,J,SI1,63.8,56,3061,6.11,6.14,3.91
0.71,Ideal,G,SI1,61.5,55,3061,5.75,5.79,3.55
0.91,Good,I,SI2,57.9,60,3061,6.46,6.39,3.72
0.71,Fair,G,VVS1,62.8,57,3062,5.67,5.57,3.53
0.7,Premium,F,VVS2,58.7,60,3062,5.8,5.75,3.39
0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55
0.9,Fair,F,SI2,65.7,63,3062,6.01,5.96,3.93
0.71,Premium,E,VS2,62.2,59,3062,5.71,5.61,3.52
0.71,Premium,E,VS2,62,61,3062,5.71,5.65,3.52
0.93,Premium,J,VS1,60.3,58,3062,6.37,6.31,3.82
0.7,Very Good,E,VS1,62.2,57,3063,5.63,5.68,3.52
0.7,Very Good,E,VS1,62.5,56,3063,5.64,5.68,3.54
0.7,Good,E,VS1,59.4,61,3063,5.79,5.83,3.45
0.71,Very Good,E,VS1,63.3,59,3064,5.64,5.68,3.58
0.76,Premium,E,VS2,61.7,62,3064,5.85,5.82,3.6
0.7,Ideal,F,VS2,61.4,56,3064,5.72,5.75,3.52
0.7,Ideal,F,VS2,61.6,55,3064,5.72,5.75,3.53
0.8,Ideal,F,SI2,61.4,56,3064,5.99,5.93,3.66
0.72,Very Good,E,VS2,63,58,3065,5.69,5.73,3.6
0.7,Ideal,G,VS1,61.5,56,3065,5.7,5.75,3.52
0.65,Ideal,H,IF,61.5,55,3065,5.6,5.62,3.45
0.85,Very Good,D,SI2,61.4,60,3066,6.05,6.13,3.74
0.77,Ideal,I,VS1,61.4,56,3066,5.9,5.93,3.63
0.71,Ideal,F,VS1,62,57,3066,5.7,5.75,3.55
0.71,Ideal,F,VS1,62.1,57,3066,5.73,5.76,3.57
0.8,Ideal,F,SI2,62.5,56,3066,5.94,5.99,3.73
0.8,Ideal,F,SI2,61.8,59,3066,5.94,5.96,3.68
0.73,Very Good,E,VS2,63.1,55,3066,5.77,5.71,3.62
0.9,Good,G,SI2,63.7,62,3067,6.01,6.07,3.85
0.78,Ideal,E,SI1,62.7,55,3067,5.87,5.9,3.69
0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58
0.7,Ideal,E,VS2,62.6,56,3068,5.65,5.69,3.55
0.85,Very Good,I,VS2,60,57,3070,6.1,6.16,3.68
0.8,Very Good,G,SI1,62.9,56,3070,5.88,5.95,3.72
0.8,Very Good,E,SI2,62.6,59,3070,5.84,5.91,3.68
0.92,Good,J,SI2,59,63,3070,6.3,6.35,3.73
0.8,Very Good,G,SI1,62.1,56,3071,6.01,5.85,3.68
0.82,Ideal,I,VS1,61.6,56,3071,6.05,6.01,3.72
0.71,Good,G,VVS1,62.7,61,3072,5.64,5.68,3.55
0.7,Very Good,G,VVS1,63.1,56,3073,5.64,5.67,3.57
0.79,Very Good,F,SI1,58.5,61,3073,6.03,6.08,3.54
0.7,Ideal,G,VVS1,61.6,55,3073,5.72,5.75,3.53
0.75,Ideal,G,VS2,61.6,55,3073,5.86,5.89,3.62
0.71,Ideal,E,VS2,62.2,57,3073,5.69,5.73,3.55
0.62,Premium,E,VVS1,61.9,59,3073,5.62,5.5,3.44
1.03,Premium,G,I1,60.8,57,3073,6.55,6.51,3.97
0.7,Good,D,VS2,58,65,3073,5.81,5.73,3.39
0.78,Very Good,G,VS2,61.7,58,3074,5.87,5.92,3.64
0.9,Fair,I,VVS2,67,56,3074,5.91,5.83,3.93
0.77,Ideal,H,VS1,61.4,55,3074,5.89,5.93,3.63
0.9,Good,G,SI1,63.7,56,3074,6.1,6.06,3.87
0.72,Very Good,D,VS2,61.8,58,3075,5.73,5.76,3.55
0.72,Very Good,D,VS2,62.6,59,3075,5.69,5.72,3.57
0.71,Very Good,F,SI2,61.4,56,3075,5.71,5.73,3.51
0.7,Very Good,D,SI1,62.4,57,3075,5.64,5.67,3.53
0.72,Ideal,H,VVS1,62.2,57,3075,5.72,5.75,3.57
0.76,Ideal,I,VS2,61.7,56,3075,5.87,5.9,3.63
0.76,Ideal,D,SI1,62.8,57,3075,5.81,5.85,3.66
0.79,Ideal,E,SI1,62.9,55,3075,5.93,5.86,3.71
0.79,Very Good,E,SI1,60.4,59,3077,5.97,5.99,3.61
0.79,Very Good,E,SI1,63.7,58,3077,5.79,5.85,3.71
0.73,Ideal,E,VS2,62.7,56,3077,5.75,5.8,3.62
0.71,Fair,D,VS2,64.7,58,3077,5.61,5.58,3.62
0.71,Premium,D,VS2,60.3,62,3077,5.76,5.69,3.45
0.75,Good,D,SI1,63.6,58,3078,5.65,5.77,3.63
0.72,Premium,E,VS2,62.5,59,3078,5.7,5.73,3.57
0.83,Premium,D,SI2,62.7,56,3078,6.01,5.98,3.76
0.76,Ideal,E,VS2,61.3,56,3079,5.79,5.83,3.56
0.94,Good,I,SI2,63.8,60,3079,6.21,6.14,3.94
0.91,Fair,D,SI2,62.5,66,3079,6.08,6.01,3.78
1,Very Good,E,I1,62.3,58,3080,6.33,6.38,3.96
1,Ideal,H,I1,61.3,57,3080,6.41,6.44,3.94
1,Fair,J,VS1,66.6,57,3080,6.07,6.03,4.03
1,Premium,H,SI2,59.4,60,3080,6.49,6.4,3.83
1,Premium,H,SI2,62.8,60,3080,6.46,6.34,4.02
0.82,Premium,F,SI1,61.1,60,3080,6.02,5.96,3.66
0.71,Ideal,H,VS2,61.8,55,3080,5.75,5.78,3.56
0.71,Ideal,H,VS2,61.8,55,3080,5.73,5.75,3.55
0.79,Very Good,D,SI2,63.2,57,3081,5.81,5.86,3.69
0.75,Ideal,F,VS2,62.1,57,3081,5.8,5.82,3.61
0.79,Ideal,F,SI1,62,55,3081,5.93,5.95,3.68
0.71,Ideal,E,VS1,62.2,57,3081,5.74,5.7,3.56
0.8,Very Good,F,SI1,63.5,58,3082,5.89,5.85,3.73
0.91,Very Good,H,SI1,63.4,55,3082,6.18,6.15,3.91
0.6,Ideal,E,VVS1,62.5,53.7,3082,5.35,5.43,3.38
0.6,Ideal,E,VVS1,62,53.7,3082,5.4,5.44,3.36
0.7,Good,D,VS2,57.7,60,3082,5.83,5.86,3.37
0.91,Very Good,J,VS1,63.5,55,3082,6.22,6.12,3.92
0.71,Premium,F,VS1,58.6,62,3082,5.88,5.82,3.43
0.86,Premium,H,VS2,61.3,59,3082,6.17,6.1,3.76
0.8,Ideal,F,SI1,61,56,3082,6.05,5.98,3.67
0.8,Premium,F,SI1,60.1,58,3082,6.07,6.05,3.64
0.8,Premium,D,SI2,61.1,58,3082,5.94,5.9,3.62
0.92,Premium,F,SI2,62.1,60,3083,6.21,6.26,3.87
0.72,Very Good,F,VS1,63.2,57,3083,5.69,5.73,3.61
1.01,Premium,H,SI2,59.4,62,3083,6.47,6.43,3.83
0.71,Very Good,D,VS2,61.8,55,3084,5.72,5.74,3.54
0.72,Very Good,E,SI2,61,59,3084,5.73,5.78,3.51
0.81,Premium,I,VVS2,62.9,59,3084,5.95,5.84,3.71
0.53,Ideal,E,VVS1,61.8,55,3084,5.19,5.24,3.22
0.61,Ideal,E,VVS1,62.2,56,3084,5.43,5.47,3.39
0.85,Ideal,G,SI1,62,54,3084,6.08,6.11,3.78
0.75,Good,E,VS2,62.6,58,3084,5.73,5.78,3.6
0.9,Good,E,SI2,64.1,57,3084,6.09,6.07,3.9
0.9,Very Good,E,SI2,63.4,62,3084,6.02,6,3.81
0.9,Premium,E,SI2,60.7,61,3084,6.22,6.16,3.76
0.9,Premium,E,SI2,59.5,61,3084,6.3,6.24,3.73
0.9,Fair,E,SI2,64.5,55,3084,6.12,6.03,3.92
0.9,Fair,E,SI2,65.8,58,3084,6.02,5.98,3.95
0.9,Premium,E,SI2,63,57,3084,6.08,6.05,3.82
0.81,Ideal,H,VS2,61.6,56,3084,6.03,5.98,3.7
0.81,Premium,G,VS2,61.2,60,3084,6,5.99,3.67
0.9,Very Good,E,SI2,63.1,54,3084,6.2,6.17,3.9
1.02,Fair,I,SI2,64.5,56,3084,6.28,6.25,4.04
0.72,Ideal,F,VS1,62.4,56,3084,5.76,5.72,3.58
0.75,Very Good,D,SI1,63.9,56,3085,5.73,5.75,3.67
0.84,Premium,E,SI2,59.2,59,3086,6.19,6.14,3.65
0.75,Ideal,E,VS1,61.8,55,3086,5.85,5.87,3.62
0.7,Good,D,VS2,63.9,58,3087,5.58,5.62,3.58
0.7,Good,D,VS2,63.2,60,3087,5.56,5.61,3.53
0.91,Very Good,H,SI1,63,57,3087,6.1,6.19,3.87
0.7,Good,D,VS2,64.1,59,3087,5.49,5.56,3.54
0.76,Ideal,E,SI1,62.4,57,3087,5.83,5.87,3.65
0.74,Ideal,D,VS2,61.9,56,3087,5.84,5.79,3.6
1.01,Good,J,SI2,63.7,60,3088,6.4,6.29,4.05
1.01,Very Good,J,SI2,63.3,53,3088,6.35,6.31,4.01
0.79,Premium,F,VS2,60.7,60,3089,5.95,5.97,3.62
0.77,Ideal,H,SI1,61.3,56,3089,5.87,5.91,3.61
0.73,Ideal,G,SI1,61.4,57,3089,5.74,5.79,3.54
0.73,Ideal,G,SI1,60.9,57,3089,5.81,5.85,3.55
0.73,Ideal,G,SI1,60.6,57,3089,5.84,5.87,3.55
0.73,Ideal,G,SI1,61.9,55,3089,5.76,5.8,3.58
0.73,Ideal,G,SI1,61.2,57,3089,5.79,5.86,3.56
0.73,Ideal,G,SI1,61.7,57,3089,5.78,5.81,3.57
0.71,Ideal,D,VS1,62.5,57,3090,5.71,5.68,3.56
0.58,Ideal,F,VVS1,61.7,55,3090,5.36,5.39,3.31
0.87,Ideal,F,SI2,62.2,56,3090,6.03,6.13,3.78
0.71,Premium,D,VS1,58.1,62,3090,5.89,5.84,3.41
0.72,Ideal,E,VS2,60.8,57,3091,5.79,5.82,3.53
0.92,Premium,J,VS2,60.9,62,3091,6.31,6.26,3.83
1.2,Premium,G,I1,60.3,58,3091,6.82,6.77,4.1
0.8,Premium,E,SI1,62.9,60,3091,5.89,5.87,3.7
0.98,Very Good,H,SI2,63.4,57,3091,6.41,6.32,4.04
0.7,Very Good,D,VS2,60.7,58,3092,5.7,5.73,3.47
0.7,Ideal,D,VS2,61.6,58,3092,5.66,5.7,3.5
0.7,Ideal,D,VS2,62.3,55,3092,5.67,5.7,3.54
0.8,Very Good,F,SI1,63.1,58,3093,5.89,5.93,3.73
0.7,Ideal,E,VS2,62,57,3093,5.68,5.71,3.53
0.7,Ideal,D,VS1,61.9,57,3093,5.69,5.72,3.53
0.72,Ideal,E,VVS2,62.1,57,3093,5.76,5.74,3.57
0.71,Ideal,G,VVS2,62.5,57,3095,5.7,5.73,3.57
0.7,Very Good,E,VS1,63.4,57,3095,5.63,5.67,3.58
0.81,Very Good,G,SI1,62.3,59,3095,5.93,5.98,3.71
0.94,Premium,F,SI2,62.3,59,3095,6.32,6.23,3.91
0.9,Premium,H,SI1,62.4,56,3095,6.13,6.05,3.8
0.71,Very Good,D,VS2,63.1,59,3096,5.64,5.67,3.57
0.71,Very Good,D,VS2,63,58,3096,5.65,5.68,3.57
0.77,Good,H,VVS1,63.1,57,3096,5.83,5.86,3.69
0.91,Premium,F,SI2,62.1,56,3096,6.26,6.21,3.87
0.81,Ideal,I,SI1,61.3,56,3097,6.23,6.27,3.83
0.81,Premium,F,SI1,60.3,59,3097,5.98,6.05,3.63
0.52,Ideal,E,VVS1,61.8,55,3097,5.19,5.2,3.21
0.53,Ideal,D,VVS1,61.6,55,3097,5.21,5.27,3.23
1.29,Good,I,I1,64.2,54,3098,6.93,6.83,4.42
0.9,Very Good,I,SI2,60.4,58,3099,6.25,6.31,3.79
0.72,Ideal,D,VS2,61.8,57,3099,5.76,5.73,3.55
0.94,Premium,G,SI2,63,59,3099,6.16,6.1,3.86
0.93,Ideal,I,SI2,62.3,57,3101,6.2,6.22,3.87
0.74,Ideal,F,VVS2,61.5,54,3101,5.84,5.86,3.6
0.81,Ideal,E,SI2,62.1,55,3101,5.94,5.98,3.7
0.71,Premium,E,VS2,62.2,59,3101,5.79,5.76,3.59
0.72,Very Good,D,SI1,60.5,57,3102,5.85,5.89,3.55
0.9,Very Good,J,VS1,62.6,55,3102,6.11,6.13,3.83
0.72,Ideal,G,VS1,61.3,56,3102,5.77,5.82,3.55
0.9,Ideal,J,SI1,62.6,54,3102,6.16,6.23,3.88
0.83,Ideal,E,SI2,61.9,53,3103,6.04,6.08,3.75
